sample_id,Prediction_Stability_noise_score,Model_Disagreement_score,Loss_Based_noise_score,bayesian_confidence_noise_score,cleanlab_flag,cleanlab_continuous_score,final_noise_score
29,0.07499999999999996,4.7965390900091666e-05,0.033280400961308736,0.015000000000000013,0,0.0,0.0644166813176909
30,0.45999999999999996,0.0075337448280923145,0.5051703759604401,0.20499999999999996,0,0.0,0.6151365930342387
31,0.44499999999999995,0.004362799925748474,0.38392812544989774,0.16000000000000003,0,0.0,0.5188141783070092
32,0.265,0.001351185968650091,0.19560733472588424,0.08499999999999996,0,0.0,0.2856865276872118
33,0.14,0.0006368916987671665,0.12456855217241243,0.05500000000000005,0,0.0,0.16724921165050743
34,0.09499999999999997,0.00044024492075001167,0.10138927202198021,0.04500000000000004,0,0.0,0.1263120188355858
35,0.09999999999999998,0.0002608882734709798,0.07845144709604926,0.03500000000000003,0,0.0,0.1116258960861163
36,0.10999999999999999,0.0004253533382158891,0.10138927202198021,0.04500000000000004,0,0.0,0.1341390174648758
37,0.06499999999999995,0.0003381051952780949,0.08989049246444186,0.040000000000000036,0,0.0,0.10197149882128635
38,0.135,0.000742056851724499,0.1362503370308198,0.06000000000000005,0,0.0,0.1734057531323783
39,0.14500000000000002,0.0004366175067736008,0.10138927202198021,0.04500000000000004,0,0.0,0.15242604676241578
40,0.22499999999999998,0.0015737849886532246,0.19560733472588424,0.08499999999999996,0,0.0,0.26491005718905547
41,0.18000000000000005,0.00043414211921757336,0.1129484129035568,0.050000000000000044,0,0.0,0.17935504446537018
42,0.12,0.0007749801828913819,0.1362503370308198,0.06000000000000005,0,0.0,0.16558817281811816
43,0.07499999999999996,0.00013208296563543788,0.055750098802712096,0.025000000000000022,0,0.0,0.08142013978738719
44,0.04500000000000004,4.4356788024876533e-05,0.033280400961308736,0.015000000000000013,0,0.0,0.048745242922574476
45,0.07499999999999996,0.0007809306869201268,0.1362503370308198,0.06000000000000005,0,0.0,0.1420869505432961
46,0.07499999999999996,0.00018801191108533993,0.06707151850501873,0.030000000000000027,0,0.0,0.08997433117835425
47,0.015000000000000013,8.244468068686175e-05,0.04448658942878758,0.020000000000000018,0,0.0,0.0415603746470417
48,0.09499999999999997,0.00012593250668648372,0.055750098802712096,0.025000000000000022,0,0.0,0.09186329632602377
49,0.06000000000000005,0.00012767445304343795,0.055750098802712096,0.025000000000000022,0,0.0,0.07358306036229058
50,0.10999999999999999,0.00024704735830596484,0.07845144709604926,0.03500000000000003,0,0.0,0.11684185123915171
51,0.030000000000000027,8.876814479070895e-05,0.04448658942878758,0.020000000000000018,0,0.0,0.049398454286647395
52,0.010000000000000009,5.515632810932593e-06,0.011037673644129208,0.0050000000000000044,0,0.0,0.013602838240596216
53,0.05500000000000005,8.836224372898092e-05,0.04448658942878758,0.020000000000000018,0,0.0,0.062456203573074395
54,0.06499999999999995,0.0002717446851438217,0.07845144709604926,0.03500000000000003,0,0.0,0.0933504207757962
55,0.030000000000000027,0.00013852840958191145,0.055750098802712096,0.025000000000000022,0,0.0,0.057919176028816716
56,0.03500000000000003,4.9798158730539e-05,0.033280400961308736,0.015000000000000013,0,0.0,0.0435249005324809
57,0.06000000000000005,0.0001384965413692292,0.055750098802712096,0.025000000000000022,0,0.0,0.0735887129387106
58,0.040000000000000036,8.864482996941398e-05,0.04448658942878758,0.020000000000000018,0,0.0,0.054621574395457305
59,0.06999999999999995,2.211419337640733e-05,0.022130952931660796,0.010000000000000009,0,0.0,0.05335643180807102
60,0.05500000000000005,0.00013843409616320568,0.055750098802712096,0.025000000000000022,0,0.0,0.07097708806321902
61,0.025000000000000022,5.468618128244187e-06,0.011037673644129208,0.0050000000000000044,0,0.0,0.021437590461584635
62,0.040000000000000036,5.500474565661171e-06,0.011037673644129208,0.0050000000000000044,0,0.0,0.0292723838784144
63,0.050000000000000044,0.0001384807648795555,0.055750098802712096,0.025000000000000022,0,0.0,0.06836552017994246
64,0.10499999999999998,0.0005553681480227479,0.1129484129035568,0.050000000000000044,0,0.0,0.14024447916893515
65,0.06499999999999995,5.5330285921859565e-06,0.011037673644129208,0.0050000000000000044,0,0.0,0.042330362178024245
66,0.255,0.0022210135704203164,0.23200504409676118,0.09999999999999998,0,0.0,0.3077636421619244
67,0.22499999999999998,0.0014210163514810283,0.18360724354832317,0.07999999999999996,0,0.0,0.2559508020059672
68,0.04500000000000004,5.543966809180424e-06,0.011037673644129208,0.0050000000000000044,0,0.0,0.03188399885442393
69,0.18000000000000005,0.0009386512081706943,0.1479944250363851,0.06499999999999995,0,0.0,0.20575851444971924
70,0.63,0.009784137566491805,0.5190632377005163,0.20999999999999996,0,0.0,0.7149742417934098
71,0.585,0.00933120600209706,0.5051703759604401,0.20499999999999996,0,0.0,0.681365246652096
72,0.20499999999999996,0.0007995869606331591,0.1362503370308198,0.06000000000000005,0,0.0,0.20999809379871293
73,0.22999999999999998,0.0007989390144793306,0.1362503370308198,0.06000000000000005,0,0.0,0.22305571666052215
74,0.21499999999999997,0.0006713184192146823,0.12456855217241243,0.05500000000000005,0,0.0,0.20644107724995697
75,0.20999999999999996,0.0006704911863056703,0.12456855217241243,0.05500000000000005,0,0.0,0.20382905291173642
76,0.21499999999999997,0.0004483741450101695,0.10138927202198021,0.04500000000000004,0,0.0,0.1889944791004135
77,0.22499999999999998,0.0009365328823337819,0.1479944250363851,0.06499999999999995,0,0.0,0.22926173834192165
78,0.4,0.0036362670327953275,0.3321137046947797,0.14,0,0.0,0.45742036936955793
79,0.17500000000000004,0.00043830259476677365,0.10138927202198021,0.04500000000000004,0,0.0,0.1680964804702169
80,0.09499999999999997,0.00019219796622990518,0.06707151850501873,0.030000000000000027,0,0.0,0.1004228866690296
81,0.050000000000000044,6.531593376030673e-09,0.0,0.0,0,0.0,0.026115925940099937
82,0.05500000000000005,2.213983489826787e-05,0.022130952931660796,0.010000000000000009,0,0.0,0.045521668423486386
83,0.0050000000000000044,5.492957612633779e-06,0.011037673644129208,0.0050000000000000044,0,0.0,0.010991234137713515
84,0.06999999999999995,0.00019649300749956925,0.06707151850501873,0.030000000000000027,0,0.0,0.08736716875229501
85,0.025000000000000022,5.326697288644932e-06,0.011037673644129208,0.0050000000000000044,0,0.0,0.02143751633371141
86,0.16500000000000004,0.001195195135092708,0.17167219383467783,0.07499999999999996,0,0.0,0.21564825535903898
87,0.020000000000000018,0.0001374881508365515,0.055750098802712096,0.025000000000000022,0,0.0,0.05269544816406286
88,0.050000000000000044,5.493327778865648e-06,0.011037673644129208,0.0050000000000000044,0,0.0,0.03449556466393225
89,0.020000000000000018,4.283982119792449e-08,0.0,0.0,0,0.0,0.010446391349307894
90,0.03500000000000003,4.9863401849334035e-05,0.033280400961308736,0.015000000000000013,0,0.0,0.043524934610165704
91,0.07499999999999996,0.0007776588181332153,0.1362503370308198,0.06000000000000005,0,0.0,0.14208524158585667
92,0.06000000000000005,4.896103254459301e-05,0.033280400961308736,0.015000000000000013,0,0.0,0.056582424582068615
93,0.010000000000000009,2.408773183953683e-07,0.0,0.0,0,0.0,0.0052233102695303756
94,0.010000000000000009,5.521011663895209e-06,0.011037673644129208,0.0050000000000000044,0,0.0,0.013602841050070367
95,0.040000000000000036,0.00019579276496588588,0.06707151850501873,0.030000000000000027,0,0.0,0.07169724944744958
96,0.04500000000000004,4.6783759529339104e-05,0.033280400961308736,0.015000000000000013,0,0.0,0.048746510574573354
97,0.06499999999999995,0.00012531599136497338,0.055750098802712096,0.025000000000000022,0,0.0,0.07619342075344612
98,0.09999999999999998,0.0006676280915317821,0.12456855217241243,0.05500000000000005,0,0.0,0.1463725277619256
99,0.28500000000000003,0.0026072711290772324,0.25660877806474175,0.10999999999999999,0,0.0,0.34170911392131936
100,0.17500000000000004,0.0007485314824890167,0.1362503370308198,0.06000000000000005,0,0.0,0.19430187302516133
101,0.10999999999999999,0.0001933647074929875,0.06707151850501873,0.030000000000000027,0,0.0,0.10825827285714454
102,0.030000000000000027,0.0001363087805945251,0.055750098802712096,0.025000000000000022,0,0.0,0.057918016675640366
103,0.09499999999999997,8.799842066136344e-05,0.04448658942878758,0.020000000000000018,0,0.0,0.08334875161523876
104,0.08499999999999996,0.00032874189849999247,0.08989049246444186,0.040000000000000036,0,0.0,0.11241297723544201
105,0.05500000000000005,2.1951415048354786e-05,0.022130952931660796,0.010000000000000009,0,0.0,0.04552157000832208
106,0.06999999999999995,8.79046841801777e-05,0.04448658942878758,0.020000000000000018,0,0.0,0.07029074135890387
107,0.025000000000000022,1.187679557010663e-08,0.0,0.0,0,0.0,0.013057967435956516
108,0.010000000000000009,6.051932380273803e-09,0.0,0.0,0,0.0,0.005223187615898298
109,0.0050000000000000044,5.4984513278067795e-06,0.011037673644129208,0.0050000000000000044,0,0.0,0.01099123700718232
110,0.015000000000000013,1.6787616610922022e-07,0.0,0.0,0,0.0,0.007834864398889762
111,0.235,0.00340462997527387,0.2940376329854559,0.125,0,0.0,0.3433942249013624
112,0.14500000000000002,0.00107108512924782,0.15980148432415003,0.06999999999999995,0,0.0,0.1963251785030861
113,0.010000000000000009,2.1335945555282142e-05,0.022130952931660796,0.010000000000000009,0,0.0,0.02201691820437522
114,0.04500000000000004,0.00013726713089051807,0.055750098802712096,0.025000000000000022,0,0.0,0.06575329401730798
115,0.08499999999999996,7.83368201545055e-05,0.04448658942878758,0.020000000000000018,0,0.0,0.07812052066460325
116,0.0050000000000000044,4.854227866255679e-05,0.033280400961308736,0.015000000000000013,0,0.0,0.0278546910078987
117,0.0,5.6352832255056516e-09,0.0,0.0,0,0.0,2.8798582952024045e-09
118,0.03500000000000003,1.1260122864539271e-07,0.0,0.0,0,0.0,0.018281204564602926
119,0.09499999999999997,0.0001259318664769144,0.055750098802712096,0.025000000000000022,0,0.0,0.09186329599163051
120,0.04500000000000004,8.464469710200855e-05,0.04448658942878758,0.020000000000000018,0,0.0,0.05723107731145908
121,0.010000000000000009,2.173856090987657e-05,0.022130952931660796,0.010000000000000009,0,0.0,0.02201712849780392
122,0.125,0.0006243462113105963,0.12456855217241243,0.05500000000000005,0,0.0,0.15940788213329685
123,0.020000000000000018,4.924176014603117e-05,0.033280400961308736,0.015000000000000013,0,0.0,0.03568983313760893
124,0.010000000000000009,2.1669160547630517e-05,0.022130952931660796,0.010000000000000009,0,0.0,0.022017092248714155
125,0.615,0.005292119543158571,0.42360507784146567,0.17500000000000004,0,0.0,0.6366524970285038
126,0.49,0.004024578660134848,0.35786851620148574,0.15000000000000002,0,0.0,0.5233072501554028
127,0.355,0.0015958341407260577,0.2076731801558484,0.08999999999999997,0,0.0,0.34173677857179224
128,0.32499999999999996,0.0034481218770909274,0.30665664334489795,0.13,0,0.0,0.3996283364038609
129,0.040000000000000036,4.188461698460657e-05,0.033280400961308736,0.015000000000000013,0,0.0,0.04613235940281581
130,0.050000000000000044,4.6248384959246556e-05,0.033280400961308736,0.015000000000000013,0,0.0,0.051357823197764975
131,0.235,0.0017657656867033015,0.2076731801558484,0.08999999999999997,0,0.0,0.2791473227328086
132,0.4,0.00372669926228515,0.3321137046947797,0.14,0,0.0,0.4574676037916616
133,0.345,0.002765399850656505,0.2814905262091461,0.12,0,0.0,0.3913501952691805
134,0.06000000000000005,0.0002700814567709191,0.07845144709604926,0.03500000000000003,0,0.0,0.09073795978171922
135,0.040000000000000036,4.468755814685554e-05,0.033280400961308736,0.015000000000000013,0,0.0,0.04613382343070428
136,0.08499999999999996,5.251020570022675e-06,0.011037673644129208,0.0050000000000000044,0,0.0,0.05277658391686362
137,0.06000000000000005,8.037697578769486e-05,0.04448658942878758,0.020000000000000018,0,0.0,0.06506362497949399
138,0.08999999999999997,0.0002945080933279861,0.08989049246444186,0.040000000000000036,0,0.0,0.11500668854653213
139,0.13,0.0004340507387477363,0.10138927202198021,0.04500000000000004,0,0.0,0.14458992931448955
140,0.05500000000000005,4.817674077194287e-05,0.033280400961308736,0.015000000000000013,0,0.0,0.0539704226727959
141,0.06999999999999995,2.0157285937320052e-05,0.022130952931660796,0.010000000000000009,0,0.0,0.053355409679207044
142,0.19999999999999996,0.0018983767973874352,0.2198055044084493,0.09499999999999997,0,0.0,0.26988397122844815
143,0.125,1.9761970424464906e-05,0.022130952931660796,0.010000000000000009,0,0.0,0.08208271804991092
144,0.405,0.00464486428394801,0.37085977088290956,0.15500000000000003,0,0.0,0.4886313326674826
145,0.08499999999999996,0.00011589270938356142,0.055750098802712096,0.025000000000000022,0,0.0,0.08663486783622323
146,0.06499999999999995,1.9708502489183538e-05,0.022130952931660796,0.010000000000000009,0,0.0,0.050743583012122964
147,0.515,0.00410314766119928,0.35786851620148574,0.15000000000000002,0,0.0,0.5364062494904425
148,0.275,0.0015879953918571008,0.19560733472588424,0.08499999999999996,0,0.0,0.2910334021369393
149,0.33499999999999996,0.0010344112844180378,0.15980148432415003,0.06999999999999995,0,0.0,0.2955465289271442
150,0.125,4.7270015594984125e-05,0.033280400961308736,0.015000000000000013,0,0.0,0.09053224070242041
151,0.07999999999999996,4.9385590935351456e-05,0.033280400961308736,0.015000000000000013,0,0.0,0.06702901537358286
152,0.14,0.0002696114110634376,0.07845144709604926,0.03500000000000003,0,0.0,0.13252319041550464
153,0.03500000000000003,3.072340570880712e-08,0.0,0.0,0,0.0,0.018281161798305207
154,0.04500000000000004,2.0363239147075255e-05,0.022130952931660796,0.010000000000000009,0,0.0,0.040297555956327606
155,0.14500000000000002,0.001396314889309442,0.18360724354832317,0.07999999999999996,0,0.0,0.21415242382915586
156,0.025000000000000022,4.906121882705942e-06,0.011037673644129208,0.0050000000000000044,0,0.0,0.0214372966594165
157,0.10499999999999998,0.00012590158607833567,0.055750098802712096,0.025000000000000022,0,0.0,0.09708646469403605
158,0.04500000000000004,8.207141473708426e-05,0.04448658942878758,0.020000000000000018,0,0.0,0.05722973323859808
159,0.040000000000000036,0.00013111953996701082,0.055750098802712096,0.025000000000000022,0,0.0,0.06313849075792602
160,0.04500000000000004,0.00013673441037984223,0.055750098802712096,0.025000000000000022,0,0.0,0.06575301576755557
161,0.030000000000000027,4.8344032677110085e-05,0.033280400961308736,0.015000000000000013,0,0.0,0.04091254875640366
162,0.03500000000000003,5.553479766962252e-06,0.011037673644129208,0.0050000000000000044,0,0.0,0.02666081930480085
163,0.015000000000000013,2.7872599336241642e-08,0.0,0.0,0,0.0,0.007834791272443513
164,0.0050000000000000044,5.485197810149343e-06,0.011037673644129208,0.0050000000000000044,0,0.0,0.010991230084625494
165,0.020000000000000018,2.2149681576865528e-05,0.022130952931660796,0.010000000000000009,0,0.0,0.027240527752130685
166,0.06499999999999995,2.2057412157853635e-05,0.022130952931660796,0.010000000000000009,0,0.0,0.05074480989098462
167,0.03500000000000003,2.0622381023605167e-05,0.022130952931660796,0.010000000000000009,0,0.0,0.0350745067924949
168,0.06499999999999995,5.239984556459772e-06,0.011037673644129208,0.0050000000000000044,0,0.0,0.04233020911571717
169,0.050000000000000044,0.0001367095517652839,0.055750098802712096,0.025000000000000022,0,0.0,0.06836459504265073
170,0.010000000000000009,5.215424352982071e-06,0.011037673644129208,0.0050000000000000044,0,0.0,0.01360268143617923
171,0.03500000000000003,8.551039677502912e-05,0.04448658942878758,0.020000000000000018,0,0.0,0.05200834496395558
172,0.06000000000000005,0.0003502872397375877,0.08989049246444186,0.040000000000000036,0,0.0,0.09936626946868053
173,0.17000000000000004,0.00026011442296114276,0.07845144709604926,0.03500000000000003,0,0.0,0.14818778351863127
174,0.07499999999999996,5.380938782013795e-06,0.011037673644129208,0.0050000000000000044,0,0.0,0.0475534672571265
175,0.18000000000000005,0.0012094757995544901,0.17167219383467783,0.07499999999999996,0,0.0,0.22349049119121664
176,0.27,0.002414394005419976,0.2814905262091461,0.12,0,0.0,0.35199297455138584
177,0.14,0.000847235169505136,0.15980148432415003,0.06999999999999995,0,0.0,0.19359666527946026
178,0.235,0.002521929222300242,0.2814905262091461,0.12,0,0.0,0.3337679963649276
179,0.125,0.00020519252545195819,0.07845144709604926,0.03500000000000003,0,0.0,0.12465476646527801
180,0.135,0.0002771323871445824,0.08989049246444186,0.040000000000000036,0,0.0,0.13850194322745288
181,0.18500000000000005,0.0013453134840726254,0.19560733472588424,0.08499999999999996,0,0.0,0.2438979842328272
182,0.25,0.0020963516262307753,0.23200504409676118,0.09999999999999998,0,0.0,0.30508693666902353
183,0.18000000000000005,0.00011889408387103101,0.055750098802712096,0.025000000000000022,0,0.0,0.13625668843445532
184,0.25,0.0028548015945343477,0.2940376329854559,0.125,0,0.0,0.35094181617038056
185,0.21499999999999997,0.002789394312732365,0.2814905262091461,0.12,0,0.0,0.32346132928005084
186,0.19499999999999995,0.0004934426300328142,0.1129484129035568,0.050000000000000044,0,0.0,0.1872207949939972
187,0.07499999999999996,0.001154679265312023,0.17167219383467783,0.07499999999999996,0,0.0,0.16861843250691197
188,0.0050000000000000044,2.1030464596880153e-05,0.022130952931660796,0.010000000000000009,0,0.0,0.019405166386825733
189,0.09999999999999998,0.0004299738627452018,0.10138927202198021,0.04500000000000004,0,0.0,0.12891824633167817
190,0.14,0.00010357001573113471,0.04448658942878758,0.020000000000000018,0,0.0,0.10686121527954238
191,0.16000000000000003,0.0006318540350725119,0.1362503370308198,0.06000000000000005,0,0.0,0.1864061534638372
192,0.07499999999999996,7.021939385521438e-05,0.04448658942878758,0.020000000000000018,0,0.0,0.0728930962646492
193,0.07999999999999996,0.0002471308954541657,0.07845144709604926,0.03500000000000003,0,0.0,0.10117234131689623
194,0.09999999999999998,0.0005936644655446329,0.12456855217241243,0.05500000000000005,0,0.0,0.14633389519530743
195,0.08499999999999996,0.0001214317694946338,0.055750098802712096,0.025000000000000022,0,0.0,0.08663776098952512
196,0.14500000000000002,0.00017742403966299262,0.06707151850501873,0.030000000000000027,0,0.0,0.12653109256665987
197,0.16000000000000003,0.0004091812884558549,0.10138927202198021,0.04500000000000004,0,0.0,0.16024649309696434
198,0.17000000000000004,0.0004407929283899227,0.1129484129035568,0.050000000000000044,0,0.0,0.17413533378730411
199,0.050000000000000044,1.7506346830405736e-05,0.022130952931660796,0.010000000000000009,0,0.0,0.042907656007963924
200,0.08999999999999997,1.6799506402723065e-05,0.022130952931660796,0.010000000000000009,0,0.0,0.06380002488583184
201,0.125,0.0005836640360347779,0.12456855217241243,0.05500000000000005,0,0.0,0.1593866330824892
202,0.11499999999999999,8.252058421295983e-05,0.04448658942878758,0.020000000000000018,0,0.0,0.09379225947701851
203,0.10999999999999999,0.00034550481825665124,0.08989049246444186,0.040000000000000036,0,0.0,0.12547969411377882
204,0.11499999999999999,0.0005464606541970349,0.1129484129035568,0.050000000000000044,0,0.0,0.14546301113896679
205,0.07999999999999996,0.0002638393776269731,0.07845144709604926,0.03500000000000003,0,0.0,0.10118106846543737
206,0.10999999999999999,0.0007739170615257465,0.1362503370308198,0.06000000000000005,0,0.0,0.1603644330117959
207,0.09999999999999998,0.0002614691693159301,0.07845144709604926,0.03500000000000003,0,0.0,0.11162619949873473
208,0.06499999999999995,8.275432505387553e-05,0.04448658942878758,0.020000000000000018,0,0.0,0.06767645897209036
209,0.07999999999999996,4.5591861574375074e-05,0.033280400961308736,0.015000000000000013,0,0.0,0.06702703383873633
210,0.10499999999999998,0.00018955164340389084,0.06707151850501873,0.030000000000000027,0,0.0,0.10564468896420454
211,0.18500000000000005,0.000910078602229088,0.1479944250363851,0.06499999999999995,0,0.0,0.208355182709627
212,0.15500000000000003,0.0005374419014367464,0.1129484129035568,0.050000000000000044,0,0.0,0.1663510385516533
213,0.030000000000000027,5.534494291071653e-06,0.011037673644129208,0.0050000000000000044,0,0.0,0.024049217129128247
214,0.08499999999999996,0.00019961869951466734,0.06707151850501873,0.030000000000000027,0,0.0,0.09520357813653398
215,0.03500000000000003,0.0002717493531465822,0.07845144709604926,0.03500000000000003,0,0.0,0.07768086965873085
216,0.07499999999999996,4.974501283852049e-05,0.033280400961308736,0.015000000000000013,0,0.0,0.06441761084706665
217,0.06000000000000005,0.000554831804842877,0.1129484129035568,0.050000000000000044,0,0.0,0.11673986869412176
218,0.15000000000000002,0.00035507333194499083,0.08989049246444186,0.040000000000000036,0,0.0,0.1463774299987008
219,0.07499999999999996,0.0005544160370031598,0.1129484129035568,0.050000000000000044,0,0.0,0.12457442830853203
220,0.13,0.0002717138975620813,0.07845144709604926,0.03500000000000003,0,0.0,0.12730110406458117
221,0.125,0.0006715078679543707,0.12456855217241243,0.05500000000000005,0,0.0,0.1594325155367813
222,0.09499999999999997,4.9814010804884244e-05,0.033280400961308736,0.015000000000000013,0,0.0,0.07486401592281054
223,0.010000000000000009,0.00019966172316144074,0.06707151850501873,0.030000000000000027,0,0.0,0.05602971672045514
224,0.03500000000000003,4.984230614964202e-05,0.033280400961308736,0.015000000000000013,0,0.0,0.043524923591492494
225,0.29000000000000004,0.0015002411834935758,0.19560733472588424,0.08499999999999996,0,0.0,0.29882234327230894
226,0.15000000000000002,0.00026704801468781665,0.07845144709604926,0.03500000000000003,0,0.0,0.13774503602469473
227,0.14,0.0005373296221789587,0.1129484129035568,0.050000000000000044,0,0.0,0.15851620312850054
228,0.15500000000000003,0.0005360008800887991,0.1129484129035568,0.050000000000000044,0,0.0,0.16635028587961379
229,0.22499999999999998,0.0004425697297647847,0.10138927202198021,0.04500000000000004,0,0.0,0.19421463186564514
230,0.10999999999999999,0.00019509076970717536,0.06707151850501873,0.030000000000000027,0,0.0,0.10825917441128803
231,0.09499999999999997,0.0005432713376407803,0.1129484129035568,0.050000000000000044,0,0.0,0.13501497626324777
232,0.17500000000000004,0.0014033281379749868,0.18360724354832317,0.07999999999999996,0,0.0,0.2298256405335906
233,0.06999999999999995,0.0001901200067565894,0.06707151850501873,0.030000000000000027,0,0.0,0.08736384001641334
234,0.06499999999999995,8.321248076190178e-05,0.04448658942878758,0.020000000000000018,0,0.0,0.06767669827527048
235,0.09499999999999997,0.00012956039588404728,0.055750098802712096,0.025000000000000022,0,0.0,0.0918651912394929
236,0.20999999999999996,0.001074429347324994,0.15980148432415003,0.06999999999999995,0,0.0,0.23027762461960175
237,0.43500000000000005,0.007198792578994935,0.4369912058820466,0.18000000000000005,0,0.0,0.5532344801387724
238,0.345,0.003471664823579071,0.2940376329854559,0.125,0,0.0,0.4008842681421297
239,0.14500000000000002,0.0003552539187257373,0.08989049246444186,0.040000000000000036,0,0.0,0.1437659320633003
240,0.14,0.0005552503078466762,0.1129484129035568,0.050000000000000044,0,0.0,0.15852556343329444
241,0.14,0.0005550393241911441,0.1129484129035568,0.050000000000000044,0,0.0,0.1585254532326381
242,0.18000000000000005,0.0002719781941383633,0.07845144709604926,0.03500000000000003,0,0.0,0.15341716470364203
243,0.13,0.0002718550103409637,0.07845144709604926,0.03500000000000003,0,0.0,0.12730117777038938
244,0.16500000000000004,0.0006716014294698942,0.12456855217241243,0.05500000000000005,0,0.0,0.1803253024793531
245,0.15500000000000003,0.0006717251681887579,0.12456855217241243,0.05500000000000005,0,0.0,0.17510218259195268
246,0.17000000000000004,0.0005547216644728223,0.1129484129035568,0.050000000000000044,0,0.0,0.1741948408683552
247,0.15500000000000003,0.000799443968632405,0.1362503370308198,0.06000000000000005,0,0.0,0.18388209651927023
248,0.14,1.896236395221263e-05,0.022130952931660796,0.010000000000000009,0,0.0,0.08991707717832094
249,0.050000000000000044,4.7715586570045424e-05,0.033280400961308736,0.015000000000000013,0,0.0,0.05135858954423888
250,0.06000000000000005,2.1716740388196793e-05,0.022130952931660796,0.010000000000000009,0,0.0,0.04813303969262514
251,0.025000000000000022,4.6604786248626884e-05,0.033280400961308736,0.015000000000000013,0,0.0,0.03830004805669353
252,0.030000000000000027,4.851476862161233e-06,0.011037673644129208,0.0050000000000000044,0,0.0,0.024048860376522194
253,0.0,5.099915510858892e-06,0.011037673644129208,0.0050000000000000044,0,0.0,0.008379436585363177
254,0.015000000000000013,4.278154791284239e-05,0.033280400961308736,0.015000000000000013,0,0.0,0.033074866590348494
255,0.015000000000000013,2.1165575412046913e-05,0.022130952931660796,0.010000000000000009,0,0.0,0.024628421476113996
256,0.17000000000000004,0.0007910687440353001,0.1362503370308198,0.06000000000000005,0,0.0,0.19171249876254956
257,0.17000000000000004,0.0002971835180250336,0.08989049246444186,0.040000000000000036,0,0.0,0.15679356211754963
258,0.015000000000000013,1.9783355115488275e-05,0.022130952931660796,0.010000000000000009,0,0.0,0.024627699516948598
259,0.050000000000000044,1.7882832842021597e-05,0.022130952931660796,0.010000000000000009,0,0.0,0.042907852653554644
260,0.010000000000000009,4.498673273689327e-06,0.011037673644129208,0.0050000000000000044,0,0.0,0.013602307063865138
